classement scratch;dossard;nom prenom;club;sexe;categorie;pays;classement par categorie;classement par sexe;temps;nb de point;
293;2214;CARTON LAURENT;CNDK;H;Elite;BEL;130;238;07:24:23;0;
294;2521;SPIEWOK CHRISTIAN;TRAIL-ROOKIES | TRAIL-MANIACS;H;Senior 2;GER;44;239;07:25:18;0;
295;2113;CHEVRIER CEDRIC;;H;Senior 1;FRA;60;240;07:25:21;0;
296;2111;BIRLOUEZ ARNAUD;;H;Senior 1;FRA;61;241;07:25:22;0;
297;2196;BUCHER OLIVIA;;F;Senior 1;SUI;19;56;07:25:45;0;
298;2554;BRUNETTE JEREMY;;H;Elite;FRA;131;242;07:25:57;0;
299;2319;MARIEZ MARTIAL;AVIGNON LE PONTET AVIGNON TRIATHLON;H;Veteran;FRA;5;243;07:26:05;0;
300;2191;TIRODE SANDRINE;CTM;F;Senior 1;CAN;20;57;07:26:08;0;
301;2318;BOULEUC BERTRAND;ASVA;H;Veteran;FRA;6;244;07:26:09;0;
302;2588;RENAUD THIERRY;DSA MORTEAU;H;Senior 2;FRA;45;245;07:26:26;0;
303;2160;DEUVE SÉBASTIEN;;H;Elite;FRA;132;246;07:26:57;0;
304;2240;GALLINET DAVID;;H;Senior 1;FRA;62;247;07:27:06;0;
305;2494;CARA DANIEL;CID.ENERGY;H;Senior 2;BEL;46;248;07:27:25;0;
306;2415;MENTHA TANGUY;HIGHLANDERS;H;Elite;SUI;133;249;07:27:41;0;
307;2501;CATALDI ESTER;;F;Senior 2;SUI;7;58;07:27:45;0;
308;2592;BERAHMA ZOHRA;TRAIL CLUB OLLIOULE;F;Senior 2;FRA;8;59;07:27:51;0;
309;2261;VAN DER HAVE PHILIP;;H;Senior 1;NED;63;250;07:28:01;0;
310;2230;REBER MICHAEL;;H;Elite;USA;134;251;07:28:15;0;
311;2204;VOLET PIERRE-ALAIN;TRAILÉMAN;H;Senior 2;SUI;47;252;07:29:03;0;
312;2353;FRASSON JÉRÔME;;H;Senior 2;FRA;48;253;07:29:40;0;
313;2164;COULON BERTRAND;;H;Elite;SUI;135;254;07:29:42;0;
314;2241;TRIOLO ALAN;CEP CORTAILLOD;H;Elite;ITA;136;255;07:29:56;0;
315;2097;CHOUTEAU JULIEN;;H;Senior 1;FRA;64;256;07:30:47;0;
316;2168;PLETSCHER PATRICK;;H;Senior 1;SUI;65;257;07:31:21;0;
317;2029;JAMAIN CAMILLE;NCSTRAILEMAN;F;Elite;FRA;32;60;07:31:31;0;
318;2180;WANG SHENGZHE;;F;Senior 2;CHN;9;61;07:31:39;0;
319;2236;ROUSSELLE NOLWENN;RUN&SENS;F;Senior 1;FRA;21;62;07:32:18;0;
320;2070;MARTIN ALIG;;H;Senior 1;SUI;66;258;07:33:30;0;
321;2155;VALENNE LOIC;CAPOSS;H;Elite;BEL;137;259;07:34:08;0;
322;2515;ALPAGOT TOLGA;LAZYBOYS TRACK CLUB;H;Senior 2;TUR;49;260;07:34:40;0;
323;2423;GÜBELI ALISSA;;F;Elite;SUI;33;63;07:34:46;0;
324;2424;MAULER FLAVIEN;;H;Senior 1;SUI;67;261;07:34:46;0;
325;2603;DELESSERT YANN;;H;Senior 1;SUI;68;262;07:35:56;0;
326;2380;CHOW TZE CHUN;;H;Elite;HKG;138;263;07:35:57;0;
327;2348;DONZÉ LAURENCE;TAG HEUER;F;Senior 1;SUI;22;64;07:36:52;0;
328;2473;CARITEY JULIEN;LA FOULÉE DU SLIP;H;Senior 1;FRA;69;264;07:38:20;0;
329;2341;AYADY KARIM;GRAND BESANCON TRAIL ACADEMIE;H;Senior 1;FRA;70;265;07:38:40;0;
330;2329;AUBRY CAMILLE;;F;Senior 1;SUI;23;65;07:39:03;0;
331;2496;IVONE LUCA;GSFM;H;Senior 1;SUI;71;266;07:39:16;0;
332;2559;GYSIN BASIL;;H;Senior 1;SUI;72;267;07:39:19;0;
333;2398;LAGARDE ELOÏSE;;F;Elite;FRA;34;66;07:39:40;0;
334;2124;SUTTER ALIX;WASIMOLO;F;Elite;SUI;35;67;07:40:47;0;
335;2574;HERMOSISIMA ALYSSA;;F;Elite;USA;36;68;07:41:18;0;
336;2497;SPIESER THIBAULT;;H;Elite;FRA;139;268;07:42:28;0;
337;2337;DAVID REYES;;H;Senior 1;SUI;73;269;07:43:10;0;
338;2025;BLANK ANDREA;;F;Senior 1;SUI;24;69;07:43:42;0;
339;2405;WEBER JACK;SC NETSTAL;H;Veteran;SUI;7;270;07:43:51;0;
340;2145;AUBERT JESSIKELLY;TTT;F;Elite;SUI;37;70;07:44:49;0;
341;2102;GOLTZ FELIX;RUNFICTION;H;Elite;GER;140;271;07:45:16;0;
342;2403;LIU AIJING;;F;Senior 1;SUI;25;71;07:45:18;0;
343;2534;LANDRY KHULAN;;F;Senior 1;FRA;26;72;07:45:32;0;
344;2402;DUBOIS CHRISTOPHE;RUNNING UNLIMITED NEUCHÂTEL;H;Senior 2;SUI;50;272;07:45:51;0;
345;2441;BAER PASCALE;;F;Veteran;SUI;1;73;07:46:03;0;
346;2324;BOIVIN FLORENCE;LAZY BOYS;F;Elite;CAN;38;74;07:46:15;0;
347;2115;DELACRÉTAZ OLIVIER;;H;Senior 2;SUI;51;273;07:46:44;0;
348;2435;PEUVREL BENJAMIN;;H;Elite;FRA;141;274;07:46:45;0;
349;2167;SCHMIDT YVES;;H;Elite;SUI;142;275;07:46:48;0;
350;2299;DEBAYLE PIERRE;;H;Senior 2;FRA;52;276;07:47:14;0;
351;2035;KOVACEVIC ALEN;;H;Elite;ITA;143;277;07:47:28;0;
352;2069;FOURNIER MÉGANE;;F;Elite;SUI;39;75;07:47:50;0;
353;2116;NATTON JEAN-CHRISTOPHE;;H;Senior 2;FRA;53;278;07:48:37;0;
354;2465;BILLIEUX PATRICK;;H;Senior 2;SUI;54;279;07:48:56;0;
355;2026;MENSCH ROLAND;LOIPESCHLIICHER WISLIG;H;Veteran;SUI;8;280;07:51:31;0;
356;2265;GONIN MARINE;;F;Elite;BEL;40;76;07:51:34;0;
357;2055;DE LAVENNE BERTRAND;LAI SON;H;Senior 2;FRA;55;281;07:51:40;0;
358;2310;LESSEIGNE ERIC;;H;Senior 2;SUI;56;282;07:52:10;0;
359;2189;PRESCHEZ FRANÇOIS;;H;Senior 1;FRA;74;283;07:52:15;0;
360;2290;KINDT AUDREY;ATHLETISME OLERONAIS;F;Senior 1;FRA;27;77;07:52:53;0;
361;2162;MANTUANO LUCA;LES BRANLEURS;H;Elite;SUI;144;284;07:52:53;0;
362;2262;DELEVAL SERGE;;H;Senior 2;BEL;57;285;07:53:51;0;
363;2036;BESSON CARLIE;;F;Elite;FRA;41;78;07:56:05;0;
364;2094;COSENDAI JONATHAN;;H;Elite;SUI;145;286;07:56:48;0;
365;2277;AUBRY ELIAN;;H;Junior;SUI;2;287;07:57:09;0;
366;2275;AUBRY PIERRE;;H;Senior 1;SUI;75;288;07:57:10;0;
367;2184;HILLA RITA;;F;Senior 1;GBR;28;79;07:57:24;0;
368;2219;BHATTACHARYYA ARINDAM;;H;Senior 1;IND;76;289;07:57:24;0;
369;2453;BONNET NATHALIE;ASVA;F;Senior 2;FRA;10;80;07:57:50;0;
370;2004;LEROY ELISABETH;ASVA;F;Senior 2;FRA;11;81;07:57:51;0;
371;2276;VERONICA LEAL;MAYAMA;F;Senior 2;SUI;12;82;07:58:01;0;
372;2444;PEUVERGNE YANN;SNCF RESEAU;H;Elite;FRA;146;290;07:58:32;0;
373;2488;BEAUD VÉRONIQUE;;F;Elite;SUI;42;83;07:59:16;0;
374;2286;FOURNIER QUENTIN;;H;Elite;FRA;147;291;07:59:29;0;
375;2285;FOURNIER PIERRE;;H;Elite;FRA;148;292;07:59:30;0;
376;2267;BURGAT ANNE-LISE;SQUADRA SENZA PAROLE & RC3 LACS;F;Senior 2;SUI;13;84;07:59:44;0;
377;2308;DI YANG;;H;Elite;AUS;149;293;07:59:47;0;
378;2081;DRIEUX THOMAS;;H;Elite;FRA;150;294;07:59:53;0;
379;2088;BOSSENS CHRISTOPHE;;H;Senior 1;BEL;77;295;08:01:06;0;
380;2264;VALLET SANDRINE;;F;Senior 1;FRA;29;85;08:01:26;0;
381;2278;BROTTES STEPHANIE;NCS TRAILEMAN;F;Senior 1;FRA;30;86;08:01:37;0;
382;2223;MORITZ CYRIL;NCS TRAILEMAN;H;Senior 1;FRA;78;296;08:01:37;0;
383;2280;MALCZUK CYRIL;NCS TRAILEMAN;H;Senior 1;FRA;79;297;08:01:38;0;
384;2301;MARLOT CHLOÉ;GVA TEAM;F;Senior 1;FRA;31;87;08:02:22;0;
385;2550;TOOLE EMILY;;F;Elite;USA;43;88;08:02:26;0;
386;2561;ECUYER ADRIEN;;H;Elite;SUI;151;298;08:04:53;0;
387;2345;GAVINO JONATHAN;;H;Elite;FRA;152;299;08:06:18;0;
388;2110;LIEBE ORIANNE;SKI-CLUB COUVET;F;Elite;SUI;44;89;08:09:05;0;
389;2096;MADELAINE GRÉGOIRE;;H;Elite;FRA;153;300;08:09:29;0;
390;2086;ROMON VINCENT;;H;Senior 1;FRA;80;301;08:09:30;0;
391;2525;THOONEN STEVEN;;H;Senior 1;BEL;81;302;08:10:06;0;
392;2245;LEUNEN NIELS;;H;Senior 1;BEL;82;303;08:10:06;0;
393;2352;HOURIET CAROLINE;;F;Senior 1;SUI;32;90;08:10:17;0;
394;2104;BLANC ANTHONY;;H;Elite;FRA;154;304;08:12:08;0;
395;2343;BRUNISHOLZ JULIEN;;H;Senior 1;SUI;83;305;08:12:22;0;
396;2544;BÖLL REBECCA;;F;Elite;SUI;45;91;08:13:35;0;
397;2146;UBERTINI SIMON;TEAM SIMINUTES;H;Senior 1;SUI;84;306;08:13:57;0;
398;2042;DENIS VINCENT;SEZANNE TRIATHLON;H;Elite;FRA;155;307;08:14:14;0;
399;2594;GUILLAUME-GENTIL ANTOINE;;H;Senior 1;SUI;85;308;08:14:16;0;
400;2166;FAWER ANDRÉ;DSISCHTIJOGGER;H;Senior 2;SUI;58;309;08:15:10;0;
401;2006;COSENDAI MARTINA;WASIMOLO;F;Elite;SUI;46;92;08:15:58;0;
402;2188;SCHNEIDER SARA;;F;Elite;GER;47;93;08:17:16;0;
403;2506;SBAGHDI THANIA;;F;Elite;FRA;48;94;08:17:41;0;
404;2325;RIEBEN KIAN;;H;Senior 1;SUI;86;310;08:18:26;0;
405;2281;ROULET RIEBEN CÉLINE;;F;Senior 1;SUI;33;95;08:18:26;0;
406;2028;HARTMANN CHRISTOPHE;;H;Senior 1;SUI;87;311;08:18:26;0;
407;2282;DE GREGORIO CHARLOTTE;;F;Elite;SUI;49;96;08:18:27;0;
408;2207;LEDUC YANNICK;;H;Senior 2;FRA;59;312;08:18:55;0;
409;2418;WEISSE FLORE;RUN PASSION TRAIL;F;Elite;FRA;50;97;08:19:00;0;
410;2397;VASSEUR KEVIN;;H;Elite;FRA;156;313;08:19:34;0;
411;2170;DAMY EDWIN;;H;Elite;FRA;157;314;08:19:35;0;
412;2414;ESSEIVA RACHEL;;F;Senior 1;SUI;34;98;08:20:14;0;
413;2433;GAUME STÉPHANE;TEAM MARTI SPORTS;H;Senior 2;SUI;60;315;08:20:45;0;
414;2434;PONT VALÉRIE;TEAM MARTI SPORTS;F;Senior 2;SUI;14;99;08:20:46;0;
415;2499;PIQUEREZ OLIVIER;;H;Senior 2;SUI;61;316;08:20:53;0;
416;2250;BIGLER SARA;;F;Senior 1;SUI;35;100;08:21:17;0;
417;2232;PRESELLO OCÉANE;;F;Elite;SUI;51;101;08:21:23;0;
418;2470;BRUNISHOLZ MAGALI;;F;Elite;SUI;52;102;08:21:23;0;
419;2106;CLIVAZ FABRICE;NO PAIN NO GAIN;H;Senior 1;SUI;88;317;08:21:56;0;
420;2046;AMORT ALESSANDRO;;H;Senior 1;SUI;89;318;08:21:56;0;
421;2045;GASSER YANNICK;NO PAIN NO RUN;H;Senior 1;SUI;90;319;08:21:57;0;
422;2482;BIELI YANN;;H;Senior 1;SUI;91;320;08:22:20;0;
423;2071;PYTHON THIBAUT;;H;Junior;SUI;3;321;08:24:05;0;
424;2154;SCHLAEPPY NASTASIA;;F;Elite;SUI;53;103;08:24:09;0;
425;2072;LÜTHI KERIAN;;H;Elite;SUI;158;322;08:24:09;0;
426;2159;FAUSTMANN PAULINE;;F;Elite;SUI;54;104;08:24:11;0;
427;2020;MAINGUET BRIGITTE;;F;Senior 2;FRA;15;105;08:24:11;0;
428;2134;FREI MÉLANY;;F;Senior 1;SUI;36;106;08:28:06;0;
429;2034;VAN WIMERSMA BUWE;;H;Veteran;NED;9;323;08:28:34;0;
430;2263;LOT ANTOINE;;H;Elite;SUI;159;324;08:29:00;0;
431;2284;COULOT MAURANE;GTA;F;Elite;SUI;55;107;08:29:39;0;
432;2283;BERGER BASILE;GTA;H;Elite;SUI;160;325;08:29:40;0;
433;2307;SHUYU GUO;;F;Elite;AUS;56;108;08:31:23;0;
434;2311;PREVOST OLIVIER;LES SPORTIFS DU QUARTIER;H;Senior 1;FRA;92;326;08:31:27;0;
435;2349;COLLETT MEGAN;;F;Elite;RSA;57;109;08:31:27;0;
436;2556;BEAUD AURÉLIEN;;H;Elite;SUI;161;327;08:31:45;0;
437;2014;OLIVIER JÉRÉMIE;;H;Senior 1;FRA;93;328;08:32:31;0;
438;2012;DELOBELLE FRÉDÉRIC;;H;Senior 1;FRA;94;329;08:32:32;0;
439;2226;SCHNEIDER TISSOT FLORINE;SC LES VERRIERES / LA CLUSE;F;Elite;FRA;58;110;08:36:10;0;
440;2225;BASTO MARYLINE;SC LES VERRIERES LA CLUSE;F;Elite;FRA;59;111;08:36:10;0;
441;2481;AUBERT GRAS MICHELINE;;F;Senior 2;SUI;16;112;08:37:30;0;
442;2001;ZBINDEN SABRINA;;F;Senior 1;SUI;37;113;08:37:31;0;
443;2251;EDDY LIEFOOGHE;;H;Elite;BEL;162;330;08:38:24;0;
444;2377;STEUX JEAN-FRANCOIS;LES POÈTES;H;Senior 1;BEL;95;331;08:38:25;0;
445;2498;PATISSOUS MÉGANE;;F;Elite;FRA;60;114;08:39:24;0;
446;2492;MAZABRARD DELPHINE;PIJ EN PYJ;F;Senior 1;FRA;38;115;08:39:26;0;
447;2427;ZAK BORISLAV;;H;Senior 2;GER;62;332;08:39:42;0;
448;2480;BALET ISA;;F;Senior 1;SUI;39;116;08:40:51;0;
449;2079;MOREIRA MARTA;;F;Senior 1;ESP;40;117;08:40:57;0;
450;2083;DELGADO ORTIZ SILVIA;;F;Senior 1;ESP;41;118;08:41:04;0;
451;2017;MAS ARNAUD;;H;Senior 1;FRA;96;333;08:43:02;0;
452;2217;DESCLOUX MERYL;;F;Elite;SUI;61;119;08:43:03;0;
453;2334;FAKHREDDINE TAREK;;H;Senior 2;SUI;63;334;08:44:26;0;
454;2372;MICHAEL LAMBERT;SOUTH AUSTRALIAN ROAD RUNNERS;H;Senior 1;AUS;97;335;08:45:37;0;
455;2526;SCHNEIDER CHRISTOPHE;TTT;H;Senior 2;FRA;64;336;08:46:27;0;
456;2266;GILLAND CÉDRIC;TRT MONTHEY;H;Senior 1;SUI;98;337;08:47:05;0;
457;2031;CLEMENT AGATHE;USMBM;F;Senior 1;FRA;42;120;08:48:01;0;
458;2007;DETROIS BENJAMIN;;H;Elite;FRA;163;338;08:48:02;0;
459;2598;DEFONTAINE HUGOLINE;ARGONNE SPORT DISCOVERY;F;Elite;FRA;62;121;08:49:05;0;
460;2548;LESAGE LUCIE;ARGONNE SPORT DISCOVERY;F;Elite;FRA;63;122;08:49:06;0;
461;2030;SZYBALSKA ANNA;;F;Elite;POL;64;123;08:49:08;0;
462;2037;DOUILLARD MICKAËL;;H;Senior 2;FRA;65;339;08:49:44;0;
463;2172;BIDOLET ROMAIN;FLR 71;H;Senior 1;FRA;99;340;08:52:32;0;
464;2229;HERIAUD ANNIE;;F;Veteran;FRA;2;124;08:52:33;0;
465;2064;LATHION BÉRANGÈRE;;F;Elite;SUI;65;125;08:52:36;0;
466;2535;CAGNON MÉGANE;;F;Elite;SUI;66;126;08:55:10;0;
467;2076;CUISSINAT FABIENNE;TEAM FLR71;F;Senior 1;FRA;43;127;08:58:06;0;
468;2075;JULIEN LAURENT;TEAM FLR71;H;Senior 2;FRA;66;341;08:58:07;0;
469;2474;PERRINJAQUET OLIVIER;-;H;Senior 2;SUI;67;342;09:04:40;0;
470;2109;GRISEL SAMUEL;JEUNESSE DU HAUT VALLON;H;Elite;SUI;164;343;09:05:12;0;
471;2330;PITTET NICOLAS;;H;Elite;SUI;165;344;09:06:01;0;
472;2216;RAMUNNO CLAUDIO;;H;Veteran;ITA;10;345;09:06:25;0;
473;2242;JACQUELINE SANTOS ALMEIDA;;F;Senior 1;BRA;44;128;09:09:41;0;
474;2243;GEVANILDO DANIEL PIMENTA;;H;Senior 1;BRA;100;346;09:09:43;0;
475;2201;HUET PHILIPPE;ANJOU TRIATHLON TRELAZE;H;Veteran;FRA;11;347;09:15:03;0;
476;2203;BLONDAIN GAEL;;H;Senior 2;FRA;68;348;09:16:49;0;
477;2369;SCHMID MATHILDE;;F;Elite;SUI;67;129;09:19:01;0;
478;2542;CHASLAIN CHARLES;;H;Senior 2;SUI;69;349;09:19:02;0;
479;2100;DILL MICHAEL;;H;Senior 2;SUI;70;350;09:27:31;0;
480;2355;VERA LAURENT;MTNV;H;Senior 1;FRA;101;351;09:27:35;0;
481;2429;EFA ALEXANDER;TV 1882 HECHTSHEIM;H;Senior 1;GER;102;352;09:32:02;0;
482;2059;PACHECO BRUNO;;H;Elite;POR;166;353;09:35:21;0;
483;2206;BALYEMEZ TURGAY;;H;Elite;FRA;167;354;09:35:33;0;
484;2354;VÉRA NICOLAS;;H;Senior 1;FRA;103;355;09:37:02;0;
485;2127;LIETAR AUDREY;TEAM RANEF;F;Senior 1;FRA;45;130;09:37:07;0;
486;2128;SVOBODA THOMAS;TEAM RANEF;H;Senior 1;FRA;104;356;09:37:08;0;
487;2130;PAVARD LYDIE;TEAM RANEF;F;Senior 1;FRA;46;131;09:37:08;0;
488;2131;DESROUSSEAUX ALEXANDRE;TEAM RANEF;H;Senior 1;FRA;105;357;09:37:09;0;
489;2537;DELCOUR JULIE;;F;Senior 1;FRA;47;132;09:37:09;0;
490;2065;BOURGUETOU ALAIN;;H;Veteran;SUI;12;358;09:39:26;0;
491;2193;AART BESUIJEN;;H;Senior 2;NED;71;359;09:40:55;0;
492;2092;FLORIAN STREICHER;;H;Senior 1;GER;106;360;09:41:19;0;
493;2120;STREICHER BERNHARD;;H;Veteran;GER;13;361;09:41:21;0;
494;2490;SERMONAT SANDRA;;F;Senior 1;FRA;48;133;09:42:35;0;
495;2491;FERNANDO MAGALI;;F;Senior 1;FRA;49;134;09:42:35;0;
496;2371;DURAND MATTHIEU;;H;Senior 1;FRA;107;362;09:45:05;0;
497;2269;CHRISTEN ANIKA;;F;Elite;SUI;68;135;09:48:53;0;
498;2268;KNEUSS CORINNE;;F;Veteran;SUI;3;136;09:48:55;0;
499;2080;MEESEMAECKER SONNY;;H;Elite;FRA;168;363;09:52:20;0;
500;2233;FATTON KEVIN;;H;Elite;SUI;169;364;09:52:21;0;
501;2013;CHAMPION MARIE;USMBM;F;Elite;FRA;69;137;09:52:36;0;
502;2351;VUILLERMOZ RICHARD;;H;Senior 2;FRA;72;365;10:05:37;0;
503;2568;LI SHENG;;F;Elite;CHN;70;138;10:11:14;0;
504;2512;FLEURY SEBASTIEN;TAG HEUER;H;Senior 2;SUI;73;366;10:11:15;0;
505;2220;SACHIDANANDA PAI SASANG;;H;Senior 1;IND;108;367;10:12:40;0;
506;2027;BENMBAREK SOFIANE;POINT BARRE;H;Senior 2;ALG;74;368;10:29:03;0;
507;2591;GABBARINI PAOLO;PÉPÉ TRAILEUR;H;Senior 2;ITA;75;369;10:29:06;0;
508;2085;LI RUOCHEN;;H;Elite;CHN;170;370;10:36:28;0;
509;2657;51K FERMEUR 1;;H;-;SUI;2;371;10:38:54;0;
510;2306;FESTOU ANDRE;;H;Senior 2;FRA;76;372;10:38:55;0;
511;2658;51K FERMEUR 2;;H;-;SUI;3;373;10:38:56;0;
;2296;FISCHER MARCO;TRAIL-MANIACS;H;Elite;SUI;;;--:--:--;0;
