classement scratch;dossard;nom prenom;club;sexe;categorie;pays;classement par categorie;classement par sexe;temps;nb de point;
110;2303;STUBY LORIC;LES PETITS PÉDESTRES;H;Elite;SUI;64;100;06:16:35;0;
111;2043;WIEDMER RAPHAËL;;H;Senior 1;SUI;23;101;06:16:44;0;
112;2456;MOSCHINI VALENTINE;TRIATHLON FRIBOURG;F;Senior 2;SUI;2;11;06:16:56;0;
113;2511;MAGNOL PIERRE;TAG HEUER;H;Elite;FRA;65;102;06:17:15;0;
114;2183;STUCKER FABIEN;VELOSOPHE;H;Senior 1;SUI;24;103;06:17:29;0;
115;2563;BERTHOLET BENOIT;;H;Elite;SUI;66;104;06:18:44;0;
116;2150;LONCHAMPT JOFFREY;DSA PONTARLIER;H;Elite;FRA;67;105;06:20:06;0;
117;2562;MÜLHAUSER ALEX;TRIPL3;H;Senior 1;SUI;25;106;06:20:27;0;
118;2067;VERPEUT VALENTIN;;H;Senior 1;BEL;26;107;06:20:40;0;
119;2163;GINET ANTHONY;OFF TRACK;H;Elite;FRA;68;108;06:20:53;0;
120;2293;HÜBSCHER DANIEL;DSISCHTIJOGGER;H;Senior 2;SUI;13;109;06:20:57;0;
121;2253;ALBERTO CECCATO;;H;Elite;ITA;69;110;06:21:36;0;
122;2475;MARTIN JOHAN;;H;Senior 1;SUI;27;111;06:23:30;0;
123;2053;LIEBE LENNY;SKI-CLUB-COUVET;H;Elite;SUI;70;112;06:23:34;0;
124;2178;VOLPE LIA;;F;Elite;SUI;7;12;06:23:37;0;
125;2091;VOLTOLINI DAVID;CA VÉTROZ / TEAM YOUR2MAX;H;Senior 2;SUI;14;113;06:23:48;0;
126;2395;MICHELLOD STÉPHANIE;HAPPY SPORT LE CHÂBLE;F;Senior 1;SUI;4;13;06:23:57;0;
127;2295;JOYE JUTTA;;F;Elite;SUI;8;14;06:24:42;0;
128;2107;POURCHAYRE JUSTINE;DIVONNE RUNNING;F;Elite;FRA;9;15;06:24:42;0;
129;2312;ANGELYS WILLIAM;TRUANDS DE LA GALÈRE;H;Elite;FRA;71;114;06:25:14;0;
130;2256;WATTIEZ SIMON;LES POÈTES;H;Elite;BEL;72;115;06:25:51;0;
131;2224;LOMBARD NICOLAS;NCS TRAILÉMAN;H;Senior 1;FRA;28;116;06:26:01;0;
132;2375;HUGUENIN MAÏCK;;H;Elite;SUI;73;117;06:26:41;0;
133;2177;ANNELAURE BOUCQUAERT;;F;Elite;BEL;10;16;06:27:01;0;
134;2148;KHAMWONG NONGYAO;;F;Senior 1;THA;5;17;06:27:05;0;
135;2342;FARINE VLADIMIR;PRONTO;H;Elite;SUI;74;118;06:27:06;0;
136;2338;BINT ELLIOTT;DARK PEAKS;H;Elite;GBR;75;119;06:27:08;0;
137;2530;MINGUET PIERRE-YVES;ZATOLEFFE;H;Senior 1;BEL;29;120;06:27:14;0;
138;2569;TAUZIN BAPTISTE;;H;Senior 1;SUI;30;121;06:27:38;0;
139;2112;GREMAUD YVAN;;H;Senior 2;SUI;15;122;06:29:33;0;
140;2602;SCHWEINGRUBER SYBIL;FYROBEZÖBELER;F;Elite;SUI;11;18;06:29:35;0;
141;2082;PREK PETER;;H;Elite;SUI;76;123;06:29:40;0;
142;2326;SANTOS LUCA;SQUADRA SENZA PAROLE;H;Elite;POR;77;124;06:29:55;0;
143;2192;BARLAGE JANNO;;H;Senior 2;NED;16;125;06:29:59;0;
144;2587;BLATTER MAXIME;LES TROISMALANDRINS;H;Elite;SUI;78;126;06:29:59;0;
145;2084;WEBER MIRIJA;;F;Senior 1;SUI;6;19;06:30:45;0;
146;2382;ORSET DE MIJOLLA EDOUARD;;H;Junior;FRA;1;127;06:30:46;0;
147;2209;RENAUD MARIELLE;;F;Elite;SUI;12;20;06:30:49;0;
148;2208;SYLVAIN BETTEX;;H;Senior 2;SUI;17;128;06:30:49;0;
149;2450;JULIEN PAULINE;ASVA;F;Senior 1;FRA;7;21;06:31:01;0;
150;2597;SENFT MICHAELA;MONTREUX TRAIL FESTIVAL;F;Elite;SUI;13;22;06:31:11;0;
151;2572;KOLLER OLIVER;;H;Senior 2;SUI;18;129;06:31:13;0;
152;2604;DONALDSON FRASER;;H;Senior 2;GBR;19;130;06:31:22;0;
153;2316;BAZZONI MARTIN;TRI4FUN;H;Elite;SUI;79;131;06:32:16;0;
154;2339;ROSSIER MICHAEL;MC STUDIO COACHING;H;Elite;SUI;80;132;06:32:16;0;
155;2442;BINDER HUBERT;SESSENHEIM;H;Senior 2;FRA;20;133;06:32:45;0;
156;2186;CARIOT TRISTAN;;H;Elite;FRA;81;134;06:32:45;0;
157;2457;BERTHERIN SÉBASTIEN;PJ SPORT;H;Senior 1;SUI;31;135;06:33:03;0;
158;2440;COURTILLAT JÉRÔME;;H;Senior 2;SUI;21;136;06:33:36;0;
159;2411;VANEBERG ROBIN;QWST;H;Elite;BEL;82;137;06:34:20;0;
160;2571;CALLIGARIS DAVIDE;QWST;H;Elite;ITA;83;138;06:34:20;0;
161;2454;LUTHER MARTIN;;H;Senior 1;SUI;32;139;06:34:45;0;
162;2387;FYSUN OLGA;;F;Elite;GER;14;23;06:34:47;0;
163;2483;FORSSTROEM NIKLAS;;H;Elite;SWE;84;140;06:34:56;0;
164;2200;DOTT MANUEL;;H;Elite;FRA;85;141;06:35:23;0;
165;2138;CHATAGNY SIMON;GSPHL;H;Elite;SUI;86;142;06:35:40;0;
166;2121;ZETZMANN SOPHIA;;F;Elite;GER;15;24;06:35:49;0;
167;2039;GAMPER ROGER;;H;Senior 2;SUI;22;143;06:36:13;0;
168;2393;WATRIN MATHIEU;;H;Elite;FRA;87;144;06:36:33;0;
169;2340;PASSALLI RENAUD;LES TROTTEURS;H;Elite;SUI;88;145;06:37:36;0;
170;2331;GUILLAUME-GENTIL ANTOINE;;H;Senior 1;FRA;33;146;06:38:53;0;
171;2320;GUÉRIN PIERRE-EMMANUEL;INTENSITYWORKOUT.CH;H;Senior 1;FRA;34;147;06:38:57;0;
172;2336;GREGOIRE MAXIME;;H;Elite;FRA;89;148;06:39:05;0;
173;2060;RÜEGER LAURENT;CA SIERRE;H;Senior 2;SUI;23;149;06:39:05;0;
174;2350;MONNET VINCENT;;H;Senior 2;SUI;24;150;06:39:16;0;
175;2417;LOMBARD FREDERIC;;H;Senior 2;FRA;25;151;06:39:23;0;
176;2455;QUERIC JEROME;;H;Senior 2;FRA;26;152;06:39:42;0;
177;2595;JACQUIN ANNE;;F;Elite;SUI;16;25;06:40:07;0;
178;2503;GONÇALVES MARTINS CARLOS MIGUEL;;H;Elite;POR;90;153;06:40:41;0;
179;2391;YU WEN LIN;TAIWAN;H;Elite;TWN;91;154;06:41:00;0;
180;2176;VARNEROT CYRIL;;H;Senior 1;FRA;35;155;06:41:09;0;
181;2413;JEANNERET NADINE;;F;Elite;SUI;17;26;06:41:11;0;
182;2600;BAUD DAVID;;H;Senior 2;SUI;27;156;06:41:43;0;
183;2469;ERNST WOLF;;H;Senior 1;GER;36;157;06:42:25;0;
184;2523;KUDLINSKI ALEXANDRE;;H;Senior 1;FRA;37;158;06:42:48;0;
185;2335;GRIMARD-CONEA MARIANNE;PÉLICANS DE ROSEMONT;F;Elite;CAN;18;27;06:42:50;0;
186;2156;STRÄSSLER SAMUEL;TRAIL-MANIACS;H;Elite;SUI;92;159;06:43:07;0;
187;2185;GUGELMANN CHRISTIAN;TRAIL-MANIACS | TRAIL-ROOKIES PODCAST | 100 MCS;H;Senior 1;SUI;38;160;06:43:08;0;
188;2101;MUHR MARCUS;RUN FICTION PODCAST;H;Senior 1;GER;39;161;06:43:08;0;
189;2173;RIVA MANON;;F;Elite;FRA;19;28;06:43:17;0;
190;2360;KELEMEN ZOLTAN;BLUE GOAT COACHING;H;Senior 1;HUN;40;162;06:43:25;0;
191;2272;FIEVET CHARLES;;H;Elite;BEL;93;163;06:43:33;0;
192;2577;HABEGGER STEFAN;;H;Senior 2;SUI;28;164;06:43:37;0;
193;2487;KADDOUM ACHAYA;SAINT-LOUIS RUNNING CLUB;H;Elite;FRA;94;165;06:43:44;0;
194;2379;ROUSSEAUX FLORENT;COCAA CHÂLONS EN CHAMPAGNE;H;Senior 2;FRA;29;166;06:43:47;0;
195;2443;BINDER MARIA-ASSOMPCION;SESSENHEIM;F;Senior 2;FRA;3;29;06:43:57;0;
196;2477;TAIANA SYLVAIN;;H;Elite;SUI;95;167;06:44:12;0;
197;2211;RUFENER LUCIEN;;H;Senior 1;SUI;41;168;06:44:18;0;
198;2485;ROCHAT LAURINE;;F;Elite;SUI;20;30;06:44:23;0;
199;2448;ROCHAT ANNE-SOPHIE;;F;Elite;SUI;21;31;06:44:23;0;
200;2543;STRASSL ALEXANDER;;H;Elite;AUT;96;169;06:44:28;0;
201;2117;NATTON SÉBASTIEN;;H;Elite;FRA;97;170;06:47:33;0;
202;2471;GAJDOS IMRE;GIZIONOK;H;Elite;HUN;98;171;06:47:35;0;
203;2327;PROUVOST SYLVAIN;;H;Elite;FRA;99;172;06:48:20;0;
204;2378;PAPE YVES;YOR;H;Senior 2;SUI;30;173;06:48:21;0;
205;2362;MARTI ISABELLA;;F;Senior 1;SUI;8;32;06:49:24;0;
206;2175;SEBASTIANELLI YOVAN;INTENSITYWORKOUT.CH;H;Elite;SUI;100;174;06:51:03;0;
207;2564;MARWIN MÜLLER;;H;Elite;GER;101;175;06:51:17;0;
208;2258;GOITRE EMMANUEL;TEAM C-RAIDE;H;Senior 1;FRA;42;176;06:51:29;0;
209;2566;QUIBLIER GRÉGORY;LES DÉTRAILLÉS;H;Elite;SUI;102;177;06:51:56;0;
210;2546;MOGGI GABI;;F;Senior 2;SUI;4;33;06:52:04;0;
211;2005;MATUSEVICIUS LAIMONAS;VEZLIUKAS;H;Senior 1;LTU;43;178;06:52:22;0;
212;2466;GREMAUD OLIVIER;;H;Elite;SUI;103;179;06:53:11;0;
213;2593;JEAN-MAIRET OLIVIER;;H;Senior 2;SUI;31;180;06:53:33;0;
214;2062;BOUCLY MICKAEL;FEELGOOD PONTARLIER HERBALIFE;H;Senior 2;FRA;32;181;06:53:55;0;
215;2147;STÜRZL FRANZISKA;;F;Elite;GER;22;34;06:54:17;0;
216;2590;GREMAUD JOËLLE;;F;Senior 2;SUI;5;35;06:54:24;0;
217;2187;BOREL EDOUARD;GIGA RUNNING CLUB;H;Elite;FRA;104;182;06:54:32;0;
218;2589;CURRAT KEVIN;;H;Elite;SUI;105;183;06:54:53;0;
219;2439;ROLLE JULIEN;;H;Elite;SUI;106;184;06:54:54;0;
220;2524;LE ROUGE ANTOINE;;H;Senior 1;FRA;44;185;06:55:19;0;
221;2509;GRANGE BENOIT;TAG HEUER;H;Senior 2;FRA;33;186;06:55:20;0;
222;2459;GIRARDIN MARION;;F;Elite;SUI;23;36;06:55:24;0;
223;2169;NUNO FERNANDES;ARCORUN;H;Senior 1;POR;45;187;06:56:34;0;
224;2057;AMSTUTZ JASON;;H;Elite;SUI;107;188;06:57:04;0;
225;2058;AMSTUTZ PETER;;H;Veteran;SUI;2;189;06:57:05;0;
226;2041;MARTINO LUCAS;;H;Elite;FRA;108;190;06:57:27;0;
227;2586;VUILLEMEZ VALENTIN;SKI-CLUB LA BRÉVINE;H;Senior 1;SUI;46;191;06:58:05;0;
228;2141;GRONDIN ALAIN;;H;Senior 2;FRA;34;192;06:58:06;0;
229;2040;HANDTSCHOEWERCKER QUENTIN;RUNNERS DE LA DIGUE;H;Elite;FRA;109;193;06:58:06;0;
230;2396;MARQUES SANDRA;;F;Senior 1;FRA;9;37;06:58:32;0;
231;2235;AMARAL HELDER;RELAXINC TRAIL RUNNING TEAM;H;Senior 1;POR;47;194;06:58:59;0;
232;2332;EMERY JEAN-MAURICE;INTENSITYWORKOUT.CH;H;Senior 1;SUI;48;195;06:58:59;0;
233;2098;BELLEC THOMAS;;H;Elite;FRA;110;196;06:59:01;0;
234;2333;BÉRARD RICHARD;KM VERTICAL DE FULLY;H;Senior 2;SUI;35;197;06:59:10;0;
235;2557;DAUCOURT JULIEN;CAP HUNT - MONT TERRIBLE;H;Senior 1;SUI;49;198;06:59:24;0;
236;2087;BENEY ISABELLE;CA VÉTROZ;F;Senior 1;SUI;10;38;07:00:16;0;
237;2407;BOILLAT ANTHONY;PELOUSEY COURT TOUT DOUBS;H;Elite;FRA;111;199;07:00:34;0;
238;2255;HIRSCHI MAGALI;USY;F;Senior 1;SUI;11;39;07:00:42;0;
239;2118;LE BIHAN OLIVIER;;H;Veteran;FRA;3;200;07:01:01;0;
240;2300;MORTESSAGNE CLAIRE;GVA TEAM;F;Senior 1;FRA;12;40;07:01:25;0;
241;2314;BILLARDON DAVID;;H;Elite;FRA;112;201;07:01:35;0;
242;2158;BÄRTSCHI ROLAND;TRAIL TEAM GYM LA COUDRE;H;Senior 2;SUI;36;202;07:01:40;0;
243;2108;VERGIN ANAÏS;;F;Elite;FRA;24;41;07:02:36;0;
244;273;BASCOUL FLAVIEN;;H;Elite;FRA;113;203;07:02:36;0;
245;2119;POETSCH FLORIAN;;H;Senior 1;GER;50;204;07:02:57;0;
246;2520;FATIMA ALHAJERI;;F;Senior 1;KUW;13;42;07:04:01;0;
247;2050;MAILLARD CRYSTEL;TEAM BILOUS;F;Senior 1;SUI;14;43;07:04:22;0;
248;2049;JEANNERAT VIVIANE;TEAM BILOUS;F;Elite;SUI;25;44;07:04:22;0;
249;2063;LANDGRAF KIM;;H;Senior 2;GER;37;205;07:04:35;0;
250;2231;JOHNSON AARON;;H;Elite;IRL;114;206;07:04:45;0;
251;2517;CHUN SOTHYS;;H;Elite;SUI;115;207;07:06:09;0;
252;2054;KOLLY FLORIAN;KOLBAC TEAM;H;Senior 1;SUI;51;208;07:06:22;0;
253;2363;SLIMANI ABDELAA;RAJASPORT;H;Senior 2;FRA;38;209;07:07:04;0;
254;2507;JAUSLIN PASCAL;;H;Elite;SUI;116;210;07:07:21;0;
255;2461;LEDERMANN MAXIME;;H;Elite;SUI;117;211;07:07:22;0;
256;2489;JAVET ETIENNE;;H;Elite;SUI;118;212;07:07:25;0;
257;2048;FONTENEAU JULIE;ACVB;F;Elite;FRA;26;45;07:07:27;0;
258;2432;PENKALLA KATHRIN;LAUFSCHULE RING;F;Senior 1;GER;15;46;07:07:54;0;
259;2202;EMALDI STÉPHANE;NCS TRAILÉMAN;H;Senior 2;SUI;39;213;07:08:41;0;
260;2149;GENET MAGALI;;F;Senior 1;BEL;16;47;07:08:51;0;
261;2210;VASQUEZ LAUREN;;F;Elite;FRA;27;48;07:09:24;0;
262;2298;ADLER JAN;;H;Senior 2;GER;40;214;07:09:31;0;
263;2297;MEIKLE SILVIA;;F;Senior 2;URU;6;49;07:09:32;0;
264;2358;CHERVET LUDOVIC;SOS CHATS;H;Senior 1;SUI;52;215;07:09:33;0;
265;2140;BASIG PETER;;H;Senior 1;SUI;53;216;07:09:33;0;
266;2388;FATTON FLORIAN;;H;Elite;SUI;119;217;07:10:21;0;
267;2197;ENGEL DANY NADINE;;F;Elite;SUI;28;50;07:10:58;0;
268;2583;FUCHS PATRICK;;H;Elite;SUI;120;218;07:11:01;0;
269;2270;VISSER MARTIJN;;H;Elite;NED;121;219;07:11:05;0;
270;2271;MARLER EVI;;F;Elite;NED;29;51;07:11:06;0;
271;2549;BÄLACK LEA;TRAILMANIACS;F;Elite;NED;30;52;07:12:11;0;
272;2545;MOGGI CHRISTOPH;;H;Veteran;SUI;4;220;07:12:15;0;
273;2161;STOCCO OLIVIER;LES BRANLEURS;H;Elite;SUI;122;221;07:13:11;0;
274;2528;COMBART THIERRY;;H;Senior 2;FRA;41;222;07:13:26;0;
275;2195;DERIVAZ LILIAN;;H;Elite;SUI;123;223;07:13:35;0;
276;2061;JAQUES CHRISTIAN;;H;Elite;SUI;124;224;07:13:37;0;
277;2458;FELLAY THIERRY;VERTICAL SPORT;H;Senior 1;SUI;54;225;07:13:37;0;
278;2304;ROSCHI PHILIPPE;OLV ZUG;H;Senior 1;SUI;55;226;07:14:30;0;
279;2323;MATHIEU DAMIEN;BORDEAUX;H;Elite;SUI;125;227;07:14:52;0;
280;2182;GENESTAR GREGORY;JOGINREIMS;H;Senior 1;FRA;56;228;07:19:38;0;
281;2359;FACCHIN DAVID;;H;Senior 1;SUI;57;229;07:21:43;0;
282;2142;HAUETER CÉLINE;VERTICAL SPORT;F;Senior 1;SUI;17;53;07:21:54;0;
283;2412;URBEN THOMAS;;H;Elite;SUI;126;230;07:22:40;0;
284;2302;BARTH MATTHIEU;;H;Elite;SUI;127;231;07:22:59;0;
285;2273;DUPUY JÉRÉMY;;H;Senior 1;SUI;58;232;07:23:02;0;
286;2416;LECADRE JEANNE;;F;Elite;FRA;31;54;07:23:02;0;
287;2047;ODERMATT NADINE;;F;Senior 1;SUI;18;55;07:23:02;0;
288;2151;PONTHON RODOLPHE;;H;Elite;FRA;128;233;07:23:36;0;
289;2381;DEQUESNE RAPHAEL;COCAA;H;Senior 2;FRA;42;234;07:23:36;0;
290;2135;PONTHON ALBERIC;;H;Elite;FRA;129;235;07:23:36;0;
291;2144;WEIDELI THOMAS;TRAIL-MANIACS;H;Senior 2;SUI;43;236;07:24:15;0;
292;2068;BREDA JÉRÉMIE;POÈTE;H;Senior 1;BEL;59;237;07:24:23;0;
