classement scratch;dossard;nom prenom;club;sexe;categorie;pays;classement par categorie;classement par sexe;temps;nb de point;
144;3663;PONCET ANTOINE;;H;Elite;FRA;85;125;03:50:43;0;
145;3683;GROSSGLAUSER CORALIE;;F;Elite;SUI;17;20;03:51:10;0;
146;3476;SCHUSEIL DONOVAN;;H;Elite;SUI;86;126;03:51:19;0;
147;3666;LAFORGE BRIAC;;H;Elite;SUI;87;127;03:51:37;0;
148;3679;GARCIA JOAQUIM;;H;Elite;SUI;88;128;03:51:56;0;
149;3584;AMAROUCH MAURIVARD JUSTINE;;F;Elite;FRA;18;21;03:51:56;0;
150;3258;EGLI JÜRG;BRING! GROCERY RUNNERS;H;Senior 1;SUI;25;129;03:51:57;0;
151;3132;VINCENT SCHAFER;MOVE&NUTRI;H;Elite;SUI;89;130;03:52:00;0;
152;3041;BÜSCHLEN RONNY;;H;Senior 1;SUI;26;131;03:52:14;0;
153;3042;BÜSCHLEN DANIELA;;F;Elite;SUI;19;22;03:52:15;0;
154;3611;SESQUE ALEXANDRE;;H;Elite;FRA;90;132;03:52:19;0;
155;3338;BERTHAUD ROMAIN;;H;Elite;FRA;91;133;03:52:19;0;
156;3592;DREZET DAMIEN;;H;Senior 1;FRA;27;134;03:52:23;0;
157;3389;KONING CHRISTIAN;;H;Elite;GER;92;135;03:52:33;0;
158;3175;WASER OLIVIA;;F;Elite;SUI;20;23;03:52:35;0;
159;3420;ZBINDEN ROBERT;AT RECHTHALTEN;H;Senior 2;SUI;9;136;03:52:37;0;
160;3107;BASQUIN NICOLAS;NCSTRAILEMAN;H;Elite;ECU;93;137;03:52:39;0;
161;3530;ANDREVIE DAVID;INTENSITYWORKOUT.CH;H;Senior 1;FRA;28;138;03:52:39;0;
162;3020;PORTNER PIRMIN;;H;Elite;SUI;94;139;03:53:09;0;
163;3273;LAURENT LUCA;;H;Elite;SUI;95;140;03:53:28;0;
164;3368;CRESCINI JONATHAN;;H;Elite;ITA;96;141;03:53:41;0;
165;3403;BRUN HANS;;H;Veteran;SUI;4;142;03:54:03;0;
166;3473;GIESS JEAN;;H;Elite;FRA;97;143;03:54:25;0;
167;3479;DE LUCA SANDRO;;H;Senior 2;ITA;10;144;03:54:29;0;
168;3628;DOILLON GAUTIER;;H;Elite;FRA;98;145;03:55:18;0;
169;3546;KIRCHHOFER PATRICK;;H;Elite;SUI;99;146;03:55:22;0;
170;3193;DUFOURNIAUD BENJAMIN;LES GROS;H;Elite;FRA;100;147;03:55:46;0;
171;3169;GASNIER CHARLY;NCS TRAILÉMAN;H;Elite;FRA;101;148;03:56:14;0;
172;3241;JAGGI ALAIN;;H;Senior 2;SUI;11;149;03:56:28;0;
173;3660;BESNIER ELIOTT;;H;Elite;FRA;102;150;03:56:53;0;
174;3661;VOIRIN LONA;;F;Elite;FRA;21;24;03:56:55;0;
175;3681;OURY THIBAULT;;H;Elite;FRA;103;151;03:57:52;0;
176;3131;RAVASIO SIMON;INTENSITYWORKOUT;H;Elite;SUI;104;152;03:57:53;0;
177;3378;LATTION YVES;;H;Senior 1;SUI;29;153;03:58:11;0;
178;3702;BONTOGNALI MARTA;;F;Cadet;SUI;1;25;03:59:04;0;
179;3703;BONTOGNALI TOMASO;;H;Senior 1;SUI;30;154;03:59:05;0;
180;3707;FAYON LUCILE;RUNNING UNLIMITED NEUCHÂTEL;F;Elite;FRA;22;26;03:59:07;0;
181;3605;PÜRRO PATRICK;;H;Senior 1;SUI;31;155;03:59:18;0;
182;3541;RICCA ANNA;;F;Elite;FRA;23;27;03:59:46;0;
183;3423;ROGGO THOMAS;ATLETIC TEAM RECHTHALTEN;H;Senior 1;SUI;32;156;03:59:48;0;
184;3606;PERINI STÉPHANE;;H;Elite;SUI;105;157;03:59:51;0;
185;3326;GLOOR BASILE;;H;Junior;SUI;4;158;04:00:05;0;
186;3627;CUCHE CHARLES-HENRI;;H;Senior 1;FRA;33;159;04:00:09;0;
187;3418;CARVALHO JOÃO;ADFUNDÃO TRAIL;H;Elite;POR;106;160;04:00:10;0;
188;3490;BOITEUX LUCAS;;H;Elite;FRA;107;161;04:00:17;0;
189;3607;HUBERT MATÉO;;H;Elite;FRA;108;162;04:00:19;0;
190;3600;ROCHA MOURA THIAGO;LEONIDAS;H;Senior 1;BRA;34;163;04:00:32;0;
191;3601;SANDOZ SOLENN;LEONIDAS;F;Elite;SUI;24;28;04:00:33;0;
192;3689;BERTRAND AURÉLIE;DSA PONTARLIER;F;Senior 1;FRA;3;29;04:00:41;0;
193;3533;BLOQUE MARYLINE;;F;Senior 1;SUI;4;30;04:01:10;0;
194;3390;KERN LUDOVIC;;H;Elite;SUI;109;164;04:01:14;0;
195;3373;REICHART CÉDRIC;;H;Elite;FRA;110;165;04:01:16;0;
196;3361;PERUZZO MIRO;DIRSTYBOYS;H;Elite;SUI;111;166;04:02:31;0;
197;3514;BOURGASSER GUILLAUME;TAG HEUER;H;Senior 1;FRA;35;167;04:02:37;0;
198;3136;MAYRARGUE GAËLLE;DSA;F;Senior 1;FRA;5;31;04:02:39;0;
199;3016;RIVIERE DAMIEN;TEAM BEE TRAIL;H;Elite;FRA;112;168;04:02:39;0;
200;3372;GERBRON LÉA;;F;Elite;FRA;25;32;04:02:57;0;
201;3638;SCHEURER RENÉ;DSISCHTIJOGGER;H;Senior 1;SUI;36;169;04:03:35;0;
202;3211;VIRET LUCIEN;;H;Senior 1;SUI;37;170;04:03:35;0;
203;3637;BURRI STEFAN;DSISCHTIJOGGER;H;Senior 2;SUI;12;171;04:03:35;0;
204;3582;JOSE CARNEIRO;;H;Senior 1;POR;38;172;04:03:36;0;
205;3639;SCHEURER TANJA;DSISCHTIJOGGER;F;Senior 1;SUI;6;33;04:03:36;0;
206;3442;DESENFANT MATHILDE;ASICSFRONTRUNNER FRANCE;F;Elite;FRA;26;34;04:03:55;0;
207;3301;SOLELHAC GEOFFROY;;H;Elite;FRA;113;173;04:04:13;0;
208;3489;MISEREZ GAËL;;H;Senior 1;SUI;39;174;04:04:22;0;
209;3492;NG JANET;ITRA;F;Senior 2;HKG;2;35;04:04:34;0;
210;3680;RIVIÈRES ARTHUR;BC LA CHAUX DE FONDS;H;Elite;FRA;114;175;04:04:47;0;
211;3278;DELESTRE PHILIPPE;;H;Senior 2;SUI;13;176;04:05:14;0;
212;3641;PETRAGLIA GILLES;;H;Senior 1;SUI;40;177;04:05:27;0;
213;3517;KERAMBRUN YANN;LA SQUADRA DEL GRANDE CHASSERAL;H;Senior 2;SUI;14;178;04:05:28;0;
214;3613;MULLER CHRISTOPHE;DSA MORTEAU;H;Senior 2;FRA;15;179;04:05:50;0;
215;3456;KADDOUM CÉLINE;SAINT-LOUIS RUNNING CLUB;F;Elite;FRA;27;36;04:05:59;0;
216;3245;HASLER MARTIN;;H;Senior 2;SUI;16;180;04:06:00;0;
217;3099;KÜPFER EMMA;;F;Elite;SUI;28;37;04:06:19;0;
218;3277;PONCY GRÉGORY;MY STUDIO COACHING;H;Elite;FRA;115;181;04:06:29;0;
219;3444;ESTOPPEY JEAN-LUC;VERTICAL SPORTS;H;Elite;SUI;116;182;04:06:33;0;
220;3429;VAN NIEKERK LOUIS;;H;Elite;FRA;117;183;04:06:46;0;
221;3619;SCHULZ ROMAIN;;H;Elite;FRA;118;184;04:07:02;0;
222;3190;PEREIRA RICARDO;;H;Elite;POR;119;185;04:07:05;0;
223;3195;TENDER HUGO;NEUCHÂTEL;H;Elite;POR;120;186;04:07:05;0;
224;3114;PÉTREMAND YANN;;H;Elite;SUI;121;187;04:07:08;0;
225;3200;SALOMON DAVID;;H;Senior 1;SUI;41;188;04:07:44;0;
226;3284;DJELLOUL HAMID;;H;Senior 1;SUI;42;189;04:07:56;0;
227;3580;REDEMPT CLARK STÉPHANE;;H;Senior 2;FRA;17;190;04:08:05;0;
228;3676;CHEVANCE ELOUEN;;H;Elite;SUI;122;191;04:08:18;0;
229;3275;CIBOTTO DELPHINE;;F;Elite;SUI;29;38;04:08:25;0;
230;3229;PÉCRESSE GAËLLE;;F;Elite;FRA;30;39;04:08:39;0;
231;3450;WAINSENKER SERGE;;H;Senior 2;SUI;18;192;04:09:00;0;
232;3401;MALLAWAARACHCHI NARADA;;H;Elite;SUI;123;193;04:09:23;0;
233;3349;CHER MASSIMILIANO;;H;Senior 2;ITA;19;194;04:09:30;0;
234;3250;MAULINI SANDRINE;;F;Senior 1;SUI;7;40;04:09:34;0;
235;3113;GUINCHARD MAXIME;;H;Elite;FRA;124;195;04:10:18;0;
236;3745;LEHMANN MAGALI;;F;Senior 1;SUI;8;41;04:10:58;0;
237;3656;D'ESCRIENNE GABIN;RVM;H;Elite;FRA;125;196;04:11:03;0;
238;3657;RIVOIRE JULIETTE;RVM;F;Elite;FRA;31;42;04:11:04;0;
239;3076;TORLAND CYRIL;COURIR MOROGES;H;Senior 2;FRA;20;197;04:11:25;0;
240;3554;BUCHARD VINCENT;TEAMFF;H;Senior 1;SUI;43;198;04:11:30;0;
241;3504;SCHMID FABIO;;H;Elite;SUI;126;199;04:11:36;0;
242;3027;ALLENBACH CINDY;LES POÈTES DES SENTIERS;F;Senior 1;SUI;9;43;04:11:55;0;
243;3519;KANG KEVIN;;H;Senior 1;SUI;44;200;04:12:10;0;
244;3729;POUX-BERTHE MICKAËL;;H;Senior 1;FRA;45;201;04:13:01;0;
245;3684;GOBBÉ MATHURIN;;H;Elite;FRA;127;202;04:13:09;0;
246;3595;STAUFFER LAURENT;MILA RHEINTAL;H;Veteran;SUI;5;203;04:13:23;0;
247;3465;CUVELIER JONAS;;H;Elite;BEL;128;204;04:13:54;0;
248;3558;POURCHET AURÉLIEN;;H;Junior;SUI;5;205;04:14:35;0;
249;3329;ARDAIN DELPHINE;NCS TRAIL LÉMAN;F;Elite;FRA;32;44;04:14:50;0;
250;3632;MARTIN RAOUL;;H;Senior 2;FRA;21;206;04:15:10;0;
251;3553;SIERRO NATHANAËL;;H;Elite;SUI;129;207;04:15:25;0;
252;3616;BIRY ADELINE;CCA ROUFFACH;F;Senior 1;FRA;10;45;04:16:05;0;
253;3308;GERMIANI DIYAKO;ASICS FRONTRUNNER;H;Elite;FIN;130;208;04:16:08;0;
254;3213;POISSON SÉBASTIEN;;H;Senior 1;FRA;46;209;04:16:27;0;
255;3212;GRANDE FLORIAN;;H;Elite;FRA;131;210;04:16:29;0;
256;3238;BASSOTTO MAURIZIO;;H;Senior 1;SUI;47;211;04:16:46;0;
257;3235;ETIENNE YVES;;H;Senior 1;SUI;48;212;04:17:42;0;
258;3425;MAHN JONAS;;H;Elite;GER;132;213;04:18:15;0;
259;3667;COSTES JULIEN;;H;Elite;FRA;133;214;04:18:41;0;
260;3146;BRAICHET GILLES;;H;Elite;SUI;134;215;04:19:20;0;
261;3498;BILL DELPHINE;-;F;Senior 1;SUI;11;46;04:19:30;0;
262;3239;CIBOTTO MARTINE;STADE GENEVE;F;Senior 2;SUI;3;47;04:19:40;0;
263;3510;VRILLON KEVIN;TAG HEUER;H;Elite;FRA;135;216;04:20:35;0;
264;3303;THONON JULIEN;;H;Senior 1;BEL;49;217;04:20:54;0;
265;3261;AEGERTER CHRISTIAN;NO RUN NO FUN;H;Senior 1;SUI;50;218;04:21:43;0;
266;3262;CHERNO DANIEL;;H;Veteran;SUI;6;219;04:21:45;0;
267;3184;COURVOISIER JULIEN;;H;Elite;SUI;136;220;04:21:49;0;
268;3385;BUCHWALDER GUERRIN ANNE-LAURE;HILLYCOACHING;F;Senior 1;SUI;12;48;04:21:55;0;
269;3137;VAN EWIJK RICHARD;;H;Senior 2;NED;22;221;04:21:59;0;
270;3102;ARNOUX QUENTIN;;H;Elite;SUI;137;222;04:22:29;0;
271;3454;RIZZETTO NICOLAS;;H;Senior 2;SUI;23;223;04:22:40;0;
272;3202;FASSBIND MARINE;FOOTING CLUB LAUSANNE;F;Elite;SUI;33;49;04:22:42;0;
273;3472;RUIZ CORTES JESUS;;H;Senior 1;ESP;51;224;04:23:11;0;
274;3103;GINDROZ MARC-ANDRÉ;ASHB;H;Elite;SUI;138;225;04:23:18;0;
275;3185;COLLANGE JEAN-JACQUES;ROLEX SPORT;H;Senior 1;FRA;52;226;04:23:31;0;
276;3166;DI MATTIA THOMAS;;H;Elite;FRA;139;227;04:23:32;0;
277;3735;DUFOUR CAMILLE;;F;Senior 2;SUI;4;50;04:23:34;0;
278;3210;CALAME DEBORA;POUPYTEAM;F;Elite;SUI;34;51;04:23:38;0;
279;3164;VAN ZANDWEGHE BEN;NCS TRAILÉMAN;H;Senior 1;BEL;53;228;04:23:39;0;
280;3564;GIRARD SÉBASTIEN;;H;Senior 1;FRA;54;229;04:23:42;0;
281;3093;COUAILLET QUENTIN;;H;Elite;FRA;140;230;04:23:45;0;
282;3281;TROLLUX CAROLINE;;F;Elite;SUI;35;52;04:23:45;0;
283;3618;FROMMHERZ MARK;;H;Elite;FRA;141;231;04:23:45;0;
284;3282;ROUSSY JOSEFINE;;F;Senior 1;POR;13;53;04:23:45;0;
285;3253;DOULAT JOFFREY;SALLANCHES TRAIL CLUB;H;Elite;FRA;142;232;04:24:00;0;
286;3143;BORO CÉLINE;;F;Senior 1;FRA;14;54;04:24:00;0;
287;3340;JEAN-MAIRET MICHAEL;;H;Elite;SUI;143;233;04:24:25;0;
288;3244;LOPATOVÁ DOMINIKA;SPORTTATRY.SK;F;Elite;SVK;36;55;04:24:32;0;
289;3596;HUBY YANN;SKI CLUB LES FOURGS;H;Senior 1;FRA;55;234;04:25:20;0;
290;3343;LEVY JULIE;;F;Senior 1;IRL;15;56;04:25:58;0;
291;3617;DECORVET HERBERT;;H;Senior 2;SUI;24;235;04:26:56;0;
292;3518;PROBST LORIS;;H;Junior;SUI;6;236;04:27:37;0;
293;3407;DOLENSKI BAPTISTE;;H;Elite;FRA;144;237;04:27:37;0;
294;3486;BELJEAN MATTIA;;H;Junior;SUI;7;238;04:27:37;0;
295;3433;GAJDOS MÓNIKA;GIZIONOK;F;Elite;HUN;37;57;04:28:04;0;
296;3203;BOLAY CLOTILDE;;F;Elite;FRA;38;58;04:28:14;0;
297;3333;SANDBERG MARITA;SK VIDAR/ASICS FRONTRUNNERS;F;Senior 1;NOR;16;59;04:28:17;0;
298;3153;KIENER RAPHAËL;;H;Elite;SUI;145;239;04:28:18;0;
299;3360;DE BELLAIGUE JULIE;TRAIL LEMAN;F;Elite;FRA;39;60;04:28:27;0;
300;3160;DUMAS HENRI;;H;Senior 1;ESP;56;240;04:28:40;0;
301;3147;ROSSIER FANNY;;F;Elite;SUI;40;61;04:28:56;0;
302;3513;HUSSON RÉMI;TAG HEUER;H;Senior 1;FRA;57;241;04:29:15;0;
303;3150;RYSER FLORENT;AMICALE DES COPAINS;H;Elite;SUI;146;242;04:29:57;0;
304;3487;SCHMIDT THOMAS;MOOD;H;Senior 2;SUI;25;243;04:30:06;0;
305;3384;HUBACHER PATRICK;;H;Elite;SUI;147;244;04:30:08;0;
306;3561;EGGER ISABELLE;;F;Elite;SUI;41;62;04:30:10;0;
307;3260;METTLER MICHA;;H;Elite;SUI;148;245;04:30:15;0;
308;3091;RENAUD HENNEQUIN;;H;Elite;FRA;149;246;04:30:22;0;
309;3075;WEBER BASILE;;H;Senior 1;SUI;58;247;04:30:34;0;
310;3614;JEROME BENOIT;;H;Elite;SUI;150;248;04:30:35;0;
311;3555;VALLAT CYRIL;;H;Elite;SUI;151;249;04:30:38;0;
312;3276;JAQUET COLIN;;H;Elite;SUI;152;250;04:30:41;0;
313;3130;DUCRET ISABELLE;NCSTRAILÉMAN;F;Senior 2;SUI;5;63;04:30:56;0;
314;3648;LUCESKI DIME;;H;Senior 1;FRA;59;251;04:31:11;0;
315;3649;DIAS CARLOS;;H;Senior 1;POR;60;252;04:31:12;0;
316;3386;DENIZART JULIETTE;;F;Elite;FRA;42;64;04:31:44;0;
317;3247;CHEZEAUX MARTIAL;FOOTING CLUB VAULION;H;Senior 2;SUI;26;253;04:32:00;0;
318;3163;HEBÄCKER ALEXANDRA;NCS TRAILEMAN;F;Elite;FRA;43;65;04:32:26;0;
319;3567;SCHÜPBACH MATTHIAS;;H;Elite;SUI;153;254;04:32:32;0;
320;3045;TILLE NOËLLIE;;F;Elite;SUI;44;66;04:32:35;0;
321;3028;TILLE HÉLÈNE;;F;Senior 2;FRA;6;67;04:32:35;0;
322;3634;ASENSIO-CALAVIA ALEJANDRO;;H;Elite;ESP;154;255;04:32:54;0;
323;3559;ROLAND FREDERIC;;H;Senior 2;FRA;27;256;04:33:17;0;
324;3225;BURGOS ALEXANDER;SQUADRA SENZA PAROLE & RC3 LACS;H;Veteran;HON;7;257;04:33:51;0;
325;3436;DELCOUR SYLVIE;TCBM;F;Senior 1;BEL;17;68;04:34:19;0;
326;3327;ANDREU ALBERTO;RTS;H;Senior 2;SUI;28;258;04:34:22;0;
327;3527;KLEEMANN MARIE-ELENA;;F;Elite;GER;45;69;04:34:24;0;
327;3526;DE JONG ANNER;;H;Elite;NED;155;259;04:34:24;0;
329;3355;GUYARD AURÉLIEN;;H;Senior 1;SUI;61;260;04:34:42;0;
330;3003;FATIN PATRICK;;H;Senior 2;FRA;29;261;04:34:47;0;
331;3033;BUGNON CLÉMENT;;H;Senior 1;SUI;62;262;04:34:55;0;
332;3446;DEVANTHÉRY GÉRALD;T-R-T MONTHEY;H;Veteran;SUI;8;263;04:35:02;0;
333;3447;MARQUIS CATHY;T-R-T MONTHEY;F;Senior 2;SUI;7;70;04:35:02;0;
334;3416;CÉUS GUILLAUME;;H;Elite;FRA;156;264;04:35:10;0;
335;3417;SINDICO OLIVIA;;F;Elite;SUI;46;71;04:35:16;0;
336;3448;HARDING SHANE;;H;Elite;IRL;157;265;04:35:25;0;
337;3449;MATTHEWS TARA;;F;Elite;IRL;47;72;04:35:26;0;
338;3610;NAVEAUD LOUIS;;H;Elite;FRA;158;266;04:35:27;0;
339;3485;LIECHTI PAULINE;;F;Elite;SUI;48;73;04:35:35;0;
340;3339;SMITH TED;CCE2L;H;Senior 2;SUI;30;267;04:35:39;0;
341;3455;SEPPEY EVELYNE;HELP FOR HOPE;F;Senior 2;SUI;8;74;04:35:39;0;
342;3377;BASSET CRISTELE;;F;Senior 1;SUI;18;75;04:35:49;0;
343;3374;THEUVENAT MARJORIE;;F;Senior 1;SUI;19;76;04:35:49;0;
344;3012;BERGER ARNAUD;3C;H;Elite;FRA;159;268;04:36:13;0;
345;3493;INGRAM MELISSA;REVARIO;F;Elite;SUI;49;77;04:36:14;0;
346;3497;NOETHIGER EVA-MARIA;NEUHUS NORD;F;Senior 1;SUI;20;78;04:36:14;0;
347;3029;HORLEY DAVID;;H;Senior 1;GBR;63;269;04:36:16;0;
348;3577;VUEZ SIMON;;H;Senior 1;FRA;64;270;04:36:30;0;
349;3357;GRAÇA COELHO RAUL;;H;Elite;POR;160;271;04:36:58;0;
350;3304;ANDEREGG DANIEL;BNP PARIBAS (SUISSE) SA;H;Senior 2;SUI;31;272;04:37:02;0;
351;3011;OGAY VIRGINIE;;F;Senior 1;SUI;21;79;04:37:12;0;
352;3464;DESSART RODRIGUE;;H;Elite;BEL;161;273;04:37:38;0;
353;3621;MEURET SÉBASTIEN;;H;Elite;FRA;162;274;04:38:03;0;
354;3359;BOICHAT JULIEN;;H;Senior 1;SUI;65;275;04:38:16;0;
355;3279;CAILLET-BOIS SANDRA;;F;Senior 2;SUI;9;80;04:38:17;0;
356;3694;ESBORRAT VINCENT;;H;Senior 2;SUI;32;276;04:38:18;0;
357;3371;ISELI MIRO;;H;Elite;SUI;163;277;04:38:26;0;
358;3302;HOLBERG PIA;;F;Elite;GER;50;81;04:38:28;0;
359;3367;VAUCHER ALAIN;LEMANRUNNING;H;Senior 2;SUI;33;278;04:39:00;0;
360;3562;SIPILÄ PIA;;F;Elite;FIN;51;82;04:39:30;0;
361;3104;PARIETTI FREDERIC;ASHB;H;Elite;SUI;164;279;04:39:47;0;
362;3182;SCHWARZ ROCCA;ADOLPHE MERKLE INSTITUT;H;Elite;GER;165;280;04:39:52;0;
363;3191;MOLTRASIO REMO;INTENSITYWORKOUT.CH;H;Senior 1;SUI;66;281;04:40:16;0;
364;3015;PETIT CLÉMENCE;ROLLING DINOSAURUS;F;Elite;BEL;52;83;04:40:19;0;
365;3064;DAUGEARD CLAIRE;;F;Elite;FRA;53;84;04:40:20;0;
366;3484;WYBRECHT MÉLANIE-JULIE;SAINT-LOUIS RUNNING CLUB;F;Elite;FRA;54;85;04:40:22;0;
367;3471;QUERSIN JULES;;H;Elite;FRA;166;282;04:40:23;0;
368;3070;MACCHI ANOUCK;;F;Senior 2;SUI;10;86;04:40:34;0;
369;3234;KUCINSKA IWONA;;F;Senior 1;POL;22;87;04:40:41;0;
370;3233;VANDENBERGH SÉBASTIEN;;H;Senior 1;FRA;67;283;04:40:44;0;
371;3170;DANTHEZ EUGENIE;;F;Elite;FRA;55;88;04:40:45;0;
372;3322;PELLATON STÉPHANE;;H;Elite;SUI;167;284;04:40:46;0;
373;3624;MARTINET NASTIA;FRESNES TRIATHLON;F;Elite;FRA;56;89;04:40:47;0;
373;3719;MULOT MATTHIEU;;H;Elite;FRA;168;285;04:40:47;0;
375;3545;MÄCHLER PATRICK;;H;Junior;SUI;8;286;04:40:56;0;
376;3421;EGGER YANNICK;;H;Elite;SUI;169;287;04:41:03;0;
377;3162;WANNENMACHER JOANIE;;F;Elite;SUI;57;90;04:41:10;0;
378;3005;WYER ADRIEN;;H;Senior 1;SUI;68;288;04:41:13;0;
379;3196;BOGOJEVIC LAZAR;;H;Elite;SRB;170;289;04:41:17;0;
380;3690;JEANNIN EMILY;DSA PONTARLIER;F;Senior 1;FRA;23;91;04:41:19;0;
381;3198;REY TIFANY;;F;Elite;SUI;58;92;04:41:36;0;
382;3197;DESCOMBES JULIEN;;H;Elite;SUI;171;290;04:41:36;0;
383;3332;SURGET JEAN-PHILIPPE;;H;Elite;FRA;172;291;04:41:41;0;
384;3219;GIESEN ATHENE;;F;Elite;GER;59;93;04:42:02;0;
385;3228;RUCHAT STÉPHANE;SQUADRA SENZA PAROLE;H;Senior 2;SUI;34;292;04:42:20;0;
386;3569;DAUBIGNEY MATTHIEU;;H;Elite;FRA;173;293;04:42:22;0;
387;3267;PERRIN CEDRIC;SOS CHATS NOIRAIGUE;H;Senior 1;SUI;69;294;04:42:42;0;
388;3650;HAEFELI CHRISTIAN;;H;Senior 2;SUI;35;295;04:43:04;0;
389;3583;MARGUET PHILIPPE;;H;Senior 2;FRA;36;296;04:43:12;0;
390;3348;RYTZ SÉBASTIEN;SERVICE CANTONAL DES SPORTS;H;Senior 1;SUI;70;297;04:43:29;0;
391;3469;ALEXANDER HOFERER;LAUFKURSE LÖRRACH;H;Senior 1;GER;71;298;04:43:29;0;
392;3507;LAMIELLE SAMANTHA;TAG HEUER;F;Elite;SUI;60;94;04:43:29;0;
393;3459;DECAT PIERRE;;H;Elite;FRA;174;299;04:43:31;0;
394;3396;ARRIBAS DAMIAN;AVEC LE JU;H;Elite;SUI;175;300;04:43:35;0;
395;3019;EVEN KATRIN;;F;Senior 1;GER;24;95;04:44:19;0;
396;3206;MARIETTA SOPHIA;;F;Senior 1;SUI;25;96;04:44:42;0;
397;3659;BOURBOUSSON VALENTIN;;H;Elite;FRA;176;301;04:44:54;0;
398;3330;ALLUIN BERTRAND;;H;Senior 1;FRA;72;302;04:45:29;0;
399;3672;DA SILVA TIAGO;;H;Elite;POR;177;303;04:45:29;0;
400;3331;ABRAHAM CARINE;;F;Senior 1;FRA;26;97;04:45:32;0;
401;3375;LE TREUST CAMILLE;;F;Elite;FRA;61;98;04:45:32;0;
402;3325;BODENES FRÉDÉRIC;RTS;H;Elite;SUI;178;304;04:45:32;0;
403;3237;BOSGIRAUD CAMILLE;;F;Senior 1;SUI;27;99;04:45:40;0;
404;3296;AIT HAMADOUCHE NACERA;RAJASPORT;F;Senior 2;FRA;11;100;04:45:57;0;
405;3246;GARDET BENJAMIN;;H;Elite;SUI;179;305;04:46:18;0;
406;3501;GARCIA MARIANA;;F;Elite;ESP;62;101;04:46:20;0;
407;3364;MASINI KEVIN;;H;Elite;SUI;180;306;04:46:45;0;
408;3365;PERRIARD PIERRE-ANDRÉ;LITTORAL TEAM NORDIC WALKING;H;Veteran;SUI;9;307;04:47:04;0;
409;3125;EFTEDAL TONE;;F;Elite;NOR;63;102;04:47:26;0;
410;3121;IANNI FRANCISCO;;H;Senior 1;ARG;73;308;04:47:28;0;
411;3167;SÁNCHEZ VELASCO JAVIER;;H;Senior 1;ESP;74;309;04:47:29;0;
412;3626;CUCHE ELODIE;;F;Senior 1;FRA;28;103;04:48:04;0;
413;3571;BAUER MARC;;H;Senior 1;FRA;75;310;04:48:18;0;
414;3218;JOSÉ OLIVEIRA;XPLORFREITA;H;Senior 2;POR;37;311;04:48:29;0;
415;3077;LÍGIA LOPES;XPLORFREITA;F;Senior 1;POR;29;104;04:48:32;0;
416;3112;VIENNET GUILLAUME;;H;Elite;FRA;181;312;04:48:44;0;
417;3602;ÁGNES KÖVECS;;F;Senior 1;SUI;30;105;04:48:48;0;
418;3603;EDINA KLIMENT;;F;Senior 2;SUI;12;106;04:48:49;0;
419;3356;LOPEZ NAVARRO CAROLINA;;F;Elite;ESP;64;107;04:49:04;0;
420;3148;ANDERMATT HEINZ;RIFFI RUNNERS;H;Senior 2;SUI;38;313;04:49:05;0;
421;3516;GOMEZ THOMAS;TAG HEUER;H;Senior 1;FRA;76;314;04:49:26;0;
422;3056;GOMEZ MANUEL;INTENSITYWORKOUT.CH;H;Senior 2;SUI;39;315;04:49:28;0;
423;3111;GIRARD TAMARA;;F;Elite;SUI;65;108;04:49:32;0;
424;3037;BALL LOUISE;INTENSITY WORKOUT;F;Elite;FRA;66;109;04:49:50;0;
425;3654;STADELMANN RÉMY;;H;Elite;SUI;182;316;04:50:00;0;
426;3159;GOETZ LIONEL;;H;Elite;SUI;183;317;04:50:01;0;
427;3006;WÜTHRICH CYRIL;;H;Elite;SUI;184;318;04:50:52;0;
428;3342;CHESTER JESSICA;;F;Elite;GER;67;110;04:51:24;0;
429;5016;MATILE SIMON;;H;Elite;SUI;185;319;04:51:38;0;
430;3139;MAGNENAT CHLOÉ;;F;Elite;SUI;68;111;04:51:54;0;
431;3597;AUCKENTHALER OLEG;;H;Elite;UKR;186;320;04:52:01;0;
432;3413;GELY DOLMA;BERNEX TRAIL CHALLENGE;F;Elite;FRA;69;112;04:52:09;0;
433;3165;BRAVO ANTONIO;;H;Senior 1;ESP;77;321;04:52:40;0;
434;3161;ORIN HUGO;;H;Senior 1;FRA;78;322;04:52:41;0;
435;3509;EL HACHIMI ILIASS;TAG HEUER;H;Elite;FRA;187;323;04:52:46;0;
436;3408;ROTZETTER FLORENCE;;F;Elite;SUI;70;113;04:52:47;0;
437;3424;ENGELIN MELANIE;;F;Elite;GER;71;114;04:52:50;0;
438;3243;CURTY NICOLAS;;H;Senior 2;SUI;40;324;04:52:58;0;
439;3066;ROBERT CAROLINE;;F;Senior 1;FRA;31;115;04:53:24;0;
440;3067;TORRIS ALICE;;F;Senior 1;FRA;32;116;04:53:24;0;
441;3081;DEFFONTAINE JULIE;;F;Senior 1;FRA;33;117;04:53:26;0;
442;3354;COUDERT AMÉLIE;;F;Elite;FRA;72;118;04:53:36;0;
443;3353;POUPON GRÉGORY;;H;Senior 1;FRA;79;325;04:53:36;0;
444;3427;SEDZIK MARIA;;F;Senior 1;POL;34;119;04:54:12;0;
445;3214;URFER GAELLE;;F;Elite;SUI;73;120;04:54:18;0;
446;3512;GOSSE MORGANE;TAG HEUER;F;Elite;FRA;74;121;04:54:34;0;
447;3696;ELIEZER PAUL;;H;Elite;FRA;188;326;04:54:46;0;
